Feature_A_(i),Feature_A_(i)-noFeature_A_(i),Feature_B_(2i),Feature_B_(2i)-noFeature_A_(i),Feature_C_(-i),Feature_C_(-i)-noFeature_A_(i),Constant_Feature,Constant_Feature-noFeature_A_(i),Random_Feature,Random_Feature-noFeature_A_(i),Outcome,Outcome-noFeature_A_(i)
5510,4787,11020,6400,-5510,-3201,1,1,0.9391206883259731,0.9358892092224953,B,B
5511,4787,11022,6400,-5511,-3201,1,1,0.16270661197145353,0.17573684250755928,B,B
5512,4787,11024,6400,-5512,-3201,1,1,0.4089194998309391,0.45443658440763757,B,B
5513,4787,11026,6400,-5513,-3201,1,1,0.847913665398959,0.836604570279811,B,B
5515,4787,11030,6412,-5515,-3206,1,1,0.8683105848692048,0.8659373859054671,B,B
5516,4787,11032,6412,-5516,-3206,1,1,0.39725771214236993,0.43084017934406293,B,B
5519,4787,11038,6412,-5519,-3206,1,1,0.9883891929670434,0.9867277963524416,B,B
5522,4787,11044,6422,-5522,-3212,1,1,0.7709332606202701,0.7650504588350444,B,B
5524,4787,11048,6422,-5524,-3212,1,1,0.3744141594704604,0.3994271172644791,B,B
5525,4787,11050,6422,-5525,-3212,1,1,0.16059696852405736,0.17573684250755928,B,B
5526,4787,11052,6434,-5526,-3218,1,1,0.6526871900283732,0.6676345312549455,B,B
5527,4787,11054,6434,-5527,-3218,1,1,0.04908180716512145,0.046636926221635844,B,B
5528,4787,11056,6434,-5528,-3218,1,1,0.9984503862626004,0.9867277963524416,B,B
5529,4787,11058,6434,-5529,-3218,1,1,0.9852853574363,0.9867277963524416,B,B
5530,4787,11060,6434,-5530,-3218,1,1,0.32589736418036297,0.34394625120281785,B,B
5531,4787,11062,6434,-5531,-3218,1,1,0.47321742612812223,0.5057843245177359,B,B
5532,4787,11064,6446,-5532,-3224,1,1,0.03602909239739038,0.046636926221635844,B,B
5533,4787,11066,6446,-5533,-3224,1,1,0.8825175051243881,0.8844562399641169,B,B
5534,4787,11068,6446,-5534,-3224,1,1,0.14555430420893978,0.1556084896784825,B,B
5539,4787,11078,6458,-5539,-3230,1,1,0.07861287924247784,0.09584927697217083,B,B
5540,4787,11080,6458,-5540,-3230,1,1,0.4070363664468485,0.45443658440763757,B,B
5541,4787,11082,6458,-5541,-3230,1,1,0.5906955365914462,0.5970130310756897,B,B
5542,4787,11084,6458,-5542,-3230,1,1,0.023366895464636994,0.02540337192260267,B,B
5543,4787,11086,6458,-5543,-3230,1,1,0.7904777172480826,0.7978402972390728,B,B
5546,4787,11092,6470,-5546,-3235,1,1,0.5101657825199177,0.5437811418999469,B,B
5547,4787,11094,6470,-5547,-3235,1,1,0.6716955913969231,0.6865687000926515,B,B
5548,4787,11096,6470,-5548,-3235,1,1,0.7847729036868485,0.7978402972390728,B,B
5550,4787,11100,6480,-5550,-3241,1,1,0.726991365323171,0.7248533491587095,B,B
5553,4787,11106,6480,-5553,-3241,1,1,0.622524380604237,0.6403485791625139,B,B
5555,4787,11110,6492,-5555,-3247,1,1,0.20442423338918292,0.23139716590926385,B,B
5556,4787,11112,6492,-5556,-3247,1,1,0.5608514676097559,0.5603876811308924,B,B
5557,4787,11114,6492,-5557,-3247,1,1,0.49018978608025243,0.5184576116122209,B,B
5559,4787,11118,6492,-5559,-3247,1,1,0.19972285475400853,0.23139716590926385,B,B
5560,4787,11120,6492,-5560,-3247,1,1,0.8040594269329853,0.81093086149687,B,B
5561,4787,11122,6504,-5561,-3253,1,1,0.5485847044460538,0.5603876811308924,B,B
5562,4787,11124,6504,-5562,-3253,1,1,0.804910295899721,0.81093086149687,B,B
5564,4787,11128,6504,-5564,-3253,1,1,0.012161207145946706,0.009431753548861166,B,B
5565,4787,11130,6504,-5565,-3253,1,1,0.9503527763442527,0.9556519694980462,B,B
5566,4787,11132,6504,-5566,-3253,1,1,0.4018753525135067,0.45443658440763757,B,B
5568,4787,11136,6516,-5568,-3258,1,1,0.26139252317341943,0.33085674641798635,B,B
5571,4787,11142,6516,-5571,-3258,1,1,0.02234973872512802,0.02540337192260267,B,B
5573,4787,11146,6526,-5573,-3264,1,1,0.23884972301459972,0.29312155847436416,B,B
5574,4787,11148,6526,-5574,-3264,1,1,0.22800265724705626,0.2705870793149804,B,B
5576,4787,11152,6526,-5576,-3264,1,1,0.1583863003086664,0.17573684250755928,B,B
5578,4787,11156,6538,-5578,-3270,1,1,0.7849304605779454,0.7978402972390728,B,B
5580,4787,11160,6538,-5580,-3270,1,1,0.3234358213554045,0.34394625120281785,B,B
5581,4787,11162,6538,-5581,-3270,1,1,0.3125994902181488,0.34394625120281785,B,B
5582,4787,11164,6538,-5582,-3270,1,1,0.9706893444837098,0.9708335991200716,B,B
5583,4787,11166,6538,-5583,-3270,1,1,0.17721871141737677,0.18991284810616926,B,B
5584,4787,11168,6550,-5584,-3276,1,1,0.18333629085184655,0.20479149534265284,B,B
5587,4787,11174,6550,-5587,-3276,1,1,0.9055897095248975,0.897897211542344,B,B
5589,4787,11178,6550,-5589,-3276,1,1,0.07765995180214369,0.09584927697217083,B,B
5590,4787,11180,6562,-5590,-3282,1,1,0.02898635187635057,0.02540337192260267,B,B
5593,4787,11186,6562,-5593,-3282,1,1,0.9228117247170342,0.9155804834289545,B,B
5594,4787,11188,6562,-5594,-3282,1,1,0.2613144641661266,0.33085674641798635,B,B
5595,4787,11190,6562,-5595,-3282,1,1,0.6437001100543567,0.6567225731105883,B,B
5597,4787,11194,6574,-5597,-3287,1,1,0.873486962483942,0.8659373859054671,B,B
5598,4787,11196,6574,-5598,-3287,1,1,0.1509738047975565,0.1556084896784825,B,B
5599,4787,11198,6574,-5599,-3287,1,1,0.057801060820908856,0.06575410935862658,B,B
5601,4787,11202,6584,-5601,-3293,1,1,0.5050477579570738,0.5287072142744291,B,B
5604,4787,11208,6584,-5604,-3293,1,1,0.16163068604673614,0.17573684250755928,B,B
5605,4787,11210,6584,-5605,-3293,1,1,0.6567709630276142,0.6676345312549455,B,B
5607,4787,11214,6596,-5607,-3299,1,1,0.4423043545614215,0.4686479736942557,B,B
5608,4787,11216,6596,-5608,-3299,1,1,0.20831076574240104,0.2556376638625464,B,B
5610,4787,11220,6596,-5610,-3299,1,1,0.08211739529051842,0.09584927697217083,B,B
5612,4787,11224,6596,-5612,-3299,1,1,0.2249312497704633,0.2705870793149804,B,B
5613,4787,11226,5948,-5613,-2975,1,1,0.16236688450940984,0.1556084896784825,B,B
5615,4787,11230,5948,-5615,-2975,1,1,0.9444007862493681,0.9358892092224953,B,B
5616,4787,11232,5948,-5616,-2975,1,1,0.36443545562816204,0.34394625120281785,B,B
5617,4787,11234,5948,-5617,-2975,1,1,0.4708955027874768,0.45443658440763757,B,B
5619,4787,11238,5960,-5619,-2981,1,1,0.7241311570678887,0.74048802736636,B,B
5620,4787,11240,5960,-5620,-2981,1,1,0.7247398860681749,0.74048802736636,B,B
5622,4787,11244,5960,-5622,-2981,1,1,0.773548830472625,0.7650504588350444,B,B
5623,4787,11246,5960,-5623,-2981,1,1,0.8159103618108945,0.81093086149687,B,B
5624,4787,11248,5960,-5624,-2981,1,1,0.6647546932676328,0.6676345312549455,B,B
5625,4787,11250,5972,-5625,-2986,1,1,0.3924231096676768,0.3838453928986345,B,B
5626,4787,11252,5972,-5626,-2986,1,1,0.48293472895111245,0.4863973973956013,B,B
5627,4787,11254,5972,-5627,-2986,1,1,0.5057843245177359,0.5057843245177359,B,B
5628,4787,11256,5972,-5628,-2986,1,1,0.8002812918370705,0.81093086149687,B,B
5631,4787,11262,5982,-5631,-2992,1,1,0.8597430367413958,0.8483288367488273,B,B
5633,4787,11266,5982,-5633,-2992,1,1,0.21376771221663016,0.20479149534265284,B,B
5634,4787,11268,5982,-5634,-2992,1,1,0.985559536882449,0.9867277963524416,B,B
5635,4787,11270,5982,-5635,-2992,1,1,0.15899018413246502,0.1556084896784825,B,B
5636,4787,11272,5994,-5636,-2998,1,1,0.5146396959894008,0.5184576116122209,B,B
5637,4787,11274,5994,-5637,-2998,1,1,0.6260746924659901,0.6403485791625139,B,B
5639,4787,11278,5994,-5639,-2998,1,1,0.8321375794534073,0.836604570279811,B,B
5640,4787,11280,5994,-5640,-2998,1,1,0.5278269451101584,0.5287072142744291,B,B
5641,4787,11282,5994,-5641,-2998,1,1,0.5287072142744291,0.5287072142744291,B,B
5643,4787,11286,6006,-5643,-3004,1,1,0.13100644550525264,0.11766008071769851,B,B
5644,4787,11288,6006,-5644,-3004,1,1,0.2020026688391766,0.18991284810616926,B,B
5646,4787,11292,6006,-5646,-3004,1,1,0.6933657538495233,0.6865687000926515,B,B
5649,4787,11298,6018,-5649,-3010,1,1,0.8873191789064558,0.8844562399641169,B,B
5650,4787,11300,6018,-5650,-3010,1,1,0.26633891016437694,0.2705870793149804,B,B
5652,4787,11304,6018,-5652,-3010,1,1,0.9419512616084187,0.9358892092224953,B,B
5653,4787,11306,6018,-5653,-3010,1,1,0.10897111596304454,0.09584927697217083,B,B
5654,4787,11308,6030,-5654,-3015,1,1,0.3845785472692975,0.36326959483172827,B,B
5655,4787,11310,6030,-5655,-3015,1,1,0.7851201772822821,0.7752105467541478,B,B
5657,4787,11314,6030,-5657,-3015,1,1,0.8777173150083604,0.8659373859054671,B,B
5658,4787,11316,6030,-5658,-3015,1,1,0.40133523925281855,0.3994271172644791,B,B
5659,4787,11318,6040,-5659,-3021,1,1,0.26739924580207775,0.2705870793149804,B,B
5660,4787,11320,6040,-5660,-3021,1,1,0.7121080584466735,0.7248533491587095,B,B
5661,4787,11322,6040,-5661,-3021,1,1,0.9485266033772014,0.9358892092224953,B,B
5662,4787,11324,6040,-5662,-3021,1,1,0.915516346334373,0.897897211542344,B,B
5663,4787,11326,6040,-5663,-3021,1,1,0.31713106690846626,0.30887378737929305,B,B
5665,4787,11330,6052,-5665,-3027,1,1,0.8302279963974956,0.836604570279811,B,B
5668,4787,11336,6052,-5668,-3027,1,1,0.3471735733311968,0.33085674641798635,B,B
5670,4787,11340,6052,-5670,-3027,1,1,0.009448725438946592,0.009431753548861166,B,B
5673,4787,11346,6064,-5673,-3033,1,1,0.5602489039074353,0.5603876811308924,B,B
5674,4787,11348,6064,-5674,-3033,1,1,0.031159098141547714,0.046636926221635844,B,B
5678,4787,11356,6076,-5678,-3038,1,1,0.943457775520382,0.9358892092224953,B,B
5679,4787,11358,6076,-5679,-3038,1,1,0.07099157703182302,0.06575410935862658,B,B
5680,4787,11360,6076,-5680,-3038,1,1,0.5700773020772851,0.5738128596868537,B,B
5681,4787,11362,6076,-5681,-3038,1,1,0.6114561267128068,0.6185616736968093,B,B
5683,4787,11366,6086,-5683,-3044,1,1,0.31278858825720945,0.30887378737929305,B,B
5684,4787,11368,6086,-5684,-3044,1,1,0.6494821536086299,0.6567225731105883,B,B
5685,4787,11370,6086,-5685,-3044,1,1,0.8173960255958324,0.836604570279811,B,B
5686,4787,11372,6086,-5686,-3044,1,1,0.6306634493718973,0.6403485791625139,B,B
5687,4787,11374,6086,-5687,-3044,1,1,0.15675389422741803,0.14001508031831478,B,B
5688,4787,11376,6098,-5688,-3050,1,1,0.2218253320985355,0.2200783515824032,B,B
5690,4787,11380,6098,-5690,-3050,1,1,0.19026431618468376,0.1556084896784825,B,B
5691,4787,11382,6098,-5691,-3050,1,1,0.6660383434397551,0.6676345312549455,B,B
5692,4787,11384,6098,-5692,-3050,1,1,0.5184576116122209,0.5184576116122209,B,B
5694,4787,11388,6110,-5694,-3056,1,1,0.29395187068427486,0.29312155847436416,B,B
5695,4787,11390,6110,-5695,-3056,1,1,0.5845398222942767,0.5970130310756897,B,B
5697,4787,11394,6110,-5697,-3056,1,1,0.5822369299462663,0.5970130310756897,B,B
5698,4787,11396,6110,-5698,-3056,1,1,0.3666555051252821,0.34394625120281785,B,B
5700,4787,11400,6122,-5700,-3062,1,1,0.6966207014268987,0.7124266951977283,B,B
5701,4787,11402,6122,-5701,-3062,1,1,0.2556376638625464,0.2556376638625464,B,B
5702,4787,11404,6122,-5702,-3062,1,1,0.6446208923303385,0.6403485791625139,B,B
5703,4787,11406,6122,-5703,-3062,1,1,0.2568177456596695,0.2556376638625464,B,B
5705,4787,11410,6122,-5705,-3062,1,1,0.5353079778444623,0.5287072142744291,B,B
5706,4787,11412,6134,-5706,-3067,1,1,0.9007806222793342,0.897897211542344,B,B
5708,4787,11416,6134,-5708,-3067,1,1,0.10253920528687566,0.08139052448728146,B,B
5709,4787,11418,6134,-5709,-3067,1,1,0.3559718043301692,0.34394625120281785,B,B
5710,4787,11420,6134,-5710,-3067,1,1,0.2200783515824032,0.2200783515824032,B,B
5711,4787,11422,6144,-5711,-3073,1,1,0.8987666971369921,0.897897211542344,B,B
5712,4787,11424,6144,-5712,-3073,1,1,0.12018167770485322,0.09584927697217083,B,B
5713,4787,11426,6144,-5713,-3073,1,1,0.31353201355329474,0.30887378737929305,B,B
5714,4787,11428,6144,-5714,-3073,1,1,0.009883369697895383,0.02540337192260267,B,B
5715,4787,11430,6144,-5715,-3073,1,1,0.0024378204909171197,0.009431753548861166,B,B
5717,4787,11434,6156,-5717,-3079,1,1,0.009599749500459276,0.02540337192260267,B,B
5718,4787,11436,6156,-5718,-3079,1,1,0.2156533635823139,0.20479149534265284,B,B
5719,4787,11438,6156,-5719,-3079,1,1,0.5437811418999469,0.5437811418999469,B,B
5720,4787,11440,6156,-5720,-3079,1,1,0.4499654590115719,0.43084017934406293,B,B
5721,4787,11442,6156,-5721,-3079,1,1,0.39644062230578136,0.3838453928986345,B,B
5724,4787,11448,6168,-5724,-3085,1,1,0.06269613294799226,0.06575410935862658,B,B
5727,4787,11454,6168,-5727,-3085,1,1,0.7971043941383782,0.7978402972390728,B,B
5728,4787,11456,6168,-5728,-3085,1,1,0.48163984218393263,0.4686479736942557,B,B
5729,4787,11458,6180,-5729,-3091,1,1,0.3435830170314724,0.33085674641798635,B,B
5730,4787,11460,6180,-5730,-3091,1,1,0.7743609011204525,0.7752105467541478,B,B
5735,4787,11470,6192,-5735,-3096,1,1,0.20758855425254852,0.18991284810616926,B,B
5736,4787,11472,6192,-5736,-3096,1,1,0.6928368593455286,0.6865687000926515,B,B
5737,4787,11474,6192,-5737,-3096,1,1,0.9708335991200716,0.9708335991200716,B,B
5738,4787,11476,6192,-5738,-3096,1,1,0.21816078419432394,0.2200783515824032,B,B
5745,4787,11490,6202,-5745,-3102,1,1,0.2411042355182672,0.23139716590926385,B,B
5747,4787,11494,6214,-5747,-3108,1,1,0.3689579768149065,0.36326959483172827,B,B
5748,4787,11496,6214,-5748,-3108,1,1,0.47641504446250105,0.45443658440763757,B,B
5749,4787,11498,6214,-5749,-3108,1,1,0.1452510720494461,0.14001508031831478,B,B
5751,4787,11502,6214,-5751,-3108,1,1,0.7814623372186233,0.7752105467541478,B,B
5752,4787,11504,6226,-5752,-3114,1,1,0.004215855832960136,0.009431753548861166,B,B
5753,4787,11506,6226,-5753,-3114,1,1,0.7009363063307761,0.7124266951977283,B,B
5754,4787,11508,6226,-5754,-3114,1,1,0.19873029061422998,0.17573684250755928,B,B
5756,4787,11512,6226,-5756,-3114,1,1,0.7296165541121163,0.74048802736636,B,B
5757,4787,11514,6226,-5757,-3114,1,1,0.6566954583079483,0.6567225731105883,B,B
5760,4787,11520,6238,-5760,-3120,1,1,0.15723584529329426,0.14001508031831478,B,B
5762,4787,11524,6238,-5762,-3120,1,1,0.3976380625702378,0.3838453928986345,B,B
5764,4787,11528,6250,-5764,-3125,1,1,0.970955709955351,0.9708335991200716,B,B
5765,4787,11530,6250,-5765,-3125,1,1,0.3471351134616716,0.33085674641798635,B,B
5766,4787,11532,6250,-5766,-3125,1,1,0.46064193167999523,0.45443658440763757,B,B
5767,4787,11534,6250,-5767,-3125,1,1,0.28456892491474306,0.29312155847436416,B,B
5768,4787,11536,6250,-5768,-3125,1,1,0.7143453640918144,0.7248533491587095,B,B
5769,4787,11538,6260,-5769,-3131,1,1,0.020171770860911487,0.02540337192260267,B,B
5771,4787,11542,6260,-5771,-3131,1,1,0.10812403951594474,0.09584927697217083,B,B
5776,4787,11552,6272,-5776,-3137,1,1,0.6147268010658669,0.6185616736968093,B,B
5777,4787,11554,6272,-5777,-3137,1,1,0.8012948328344461,0.81093086149687,B,B
5779,4787,11558,6272,-5779,-3137,1,1,0.6024002297341393,0.5970130310756897,B,B
5780,4787,11560,6272,-5780,-3137,1,1,0.9409946143573944,0.9155804834289545,B,B
5781,4787,11562,6284,-5781,-3143,1,1,0.6662799946307412,0.6676345312549455,B,B
5787,4787,11574,6296,-5787,-3148,1,1,0.9849522063311587,0.9867277963524416,B,B
5788,4787,11576,6296,-5788,-3148,1,1,0.5076877085978151,0.5057843245177359,B,B
5789,4787,11578,6296,-5789,-3148,1,1,0.4824381759363401,0.4686479736942557,B,B
5791,4787,11582,6296,-5791,-3148,1,1,0.0559392046093492,0.046636926221635844,B,B
5792,4787,11584,6306,-5792,-3154,1,1,0.2829444294557104,0.29312155847436416,B,B
5793,4787,11586,6306,-5793,-3154,1,1,0.8891739206703254,0.8844562399641169,B,B
5794,4787,11588,6306,-5794,-3154,1,1,0.8854472718201618,0.8844562399641169,B,B
5795,4787,11590,6306,-5795,-3154,1,1,0.4313370457687713,0.41436990175995514,B,B
5798,4787,11596,6318,-5798,-3160,1,1,0.707512906016576,0.7248533491587095,B,B
5799,4787,11598,6318,-5799,-3160,1,1,0.9798388881299152,0.9708335991200716,B,B
5800,4787,11600,6318,-5800,-3160,1,1,0.36193137362338834,0.34394625120281785,B,B
5801,4787,11602,6318,-5801,-3160,1,1,0.06888776684882869,0.06575410935862658,B,B
5803,4787,11606,6318,-5803,-3160,1,1,0.6634875089923155,0.6676345312549455,B,B
5805,4787,11610,6330,-5805,-3166,1,1,0.4210708216561442,0.41436990175995514,B,B
5808,4787,11616,6330,-5808,-3166,1,1,0.3975333679323866,0.3838453928986345,B,B
5809,4787,11618,6330,-5809,-3166,1,1,0.708909332929425,0.7248533491587095,B,B
5811,4787,11622,6342,-5811,-3172,1,1,0.23694261975493625,0.23139716590926385,B,B
5812,4787,11624,6342,-5812,-3172,1,1,0.6598726330963451,0.6567225731105883,B,B
5814,4787,11628,6342,-5814,-3172,1,1,0.8369711599822957,0.836604570279811,B,B
5816,4787,11632,6354,-5816,-3177,1,1,0.3408295120233311,0.33085674641798635,B,B
5817,4787,11634,6354,-5817,-3177,1,1,0.6018194151213186,0.5970130310756897,B,B
5818,4787,11636,6354,-5818,-3177,1,1,0.9352618612023519,0.9155804834289545,B,B
5819,4787,11638,6354,-5819,-3177,1,1,0.017829666281167666,0.02540337192260267,B,B
5821,4787,11642,6364,-5821,-3183,1,1,0.09948491197676623,0.08139052448728146,B,B
5823,4787,11646,6364,-5823,-3183,1,1,0.8887834695138418,0.8844562399641169,B,B
5825,4787,11650,6364,-5825,-3183,1,1,0.7063940627116155,0.7124266951977283,B,B
5829,4787,11658,6376,-5829,-3189,1,1,0.5145361365599614,0.5057843245177359,B,B
5830,4787,11660,6376,-5830,-3189,1,1,0.45976960484425955,0.43084017934406293,B,B
5831,4787,11662,6376,-5831,-3189,1,1,0.7752922870145016,0.7752105467541478,B,B
5832,4787,11664,6376,-5832,-3189,1,1,0.566813110228485,0.5603876811308924,B,B
5835,4787,11670,6388,-5835,-3195,1,1,0.5180493604853073,0.5184576116122209,B,B
5836,4787,11672,6388,-5836,-3195,1,1,0.9879064490005679,0.9867277963524416,B,B
5839,4787,11678,6400,-5839,-3201,1,1,0.5702971919128315,0.5738128596868537,B,B
5840,4787,11680,6400,-5840,-3201,1,1,0.23558960845535437,0.23139716590926385,B,B
5841,4787,11682,6400,-5841,-3201,1,1,0.35766256908486993,0.34394625120281785,B,B
5843,4787,11686,6400,-5843,-3201,1,1,0.1919415166862054,0.17573684250755928,B,B
5844,4787,11688,6400,-5844,-3201,1,1,0.9971202545181832,0.9867277963524416,B,B
5846,4787,11692,6412,-5846,-3206,1,1,0.06607738418524967,0.06575410935862658,B,B
5847,4787,11694,6412,-5847,-3206,1,1,0.058005867257110766,0.046636926221635844,B,B
5848,4787,11696,6412,-5848,-3206,1,1,0.2966138495112446,0.29312155847436416,B,B
5849,4787,11698,6412,-5849,-3206,1,1,0.7512066208344604,0.7650504588350444,B,B
5850,4787,11700,6422,-5850,-3212,1,1,0.3901204643678514,0.36326959483172827,B,B
5851,4787,11702,6422,-5851,-3212,1,1,0.6003247677333527,0.5970130310756897,B,B
5852,4787,11704,6422,-5852,-3212,1,1,0.7679971080221102,0.7650504588350444,B,B
5853,4787,11706,6422,-5853,-3212,1,1,0.4953598215298468,0.4863973973956013,B,B
5855,4787,11710,6422,-5855,-3212,1,1,0.7208187828775825,0.7248533491587095,B,B
5857,4787,11714,6434,-5857,-3218,1,1,0.1542100201366634,0.14001508031831478,B,B
5860,4787,11720,6434,-5860,-3218,1,1,0.9523251822060104,0.9556519694980462,B,B
5861,4787,11722,6434,-5861,-3218,1,1,0.7472716353900177,0.7650504588350444,B,B
5862,4787,11724,6446,-5862,-3224,1,1,0.9361799020028025,0.9155804834289545,B,B
5864,4787,11728,6446,-5864,-3224,1,1,0.8553295362951326,0.8483288367488273,B,B
5865,4787,11730,6446,-5865,-3224,1,1,0.13239141710995006,0.11766008071769851,B,B
5866,4787,11732,6446,-5866,-3224,1,1,0.9207561529901859,0.897897211542344,B,B
5868,4787,11736,6458,-5868,-3230,1,1,0.8725053695118831,0.8659373859054671,B,B
5870,4787,11740,6458,-5870,-3230,1,1,0.21074662165927482,0.18991284810616926,B,B
5872,4787,11744,6458,-5872,-3230,1,1,0.736898438457649,0.74048802736636,B,B
5873,4787,11746,6458,-5873,-3230,1,1,0.6550173141652227,0.6567225731105883,B,B
5874,4787,11748,6470,-5874,-3235,1,1,0.4931427420837857,0.4863973973956013,B,B
5875,4787,11750,6470,-5875,-3235,1,1,0.6482322739693153,0.6403485791625139,B,B
5876,4787,11752,6470,-5876,-3235,1,1,0.5729792559750374,0.5738128596868537,B,B
5878,4787,11756,6470,-5878,-3235,1,1,0.48322626677854796,0.4863973973956013,B,B
5879,4787,11758,6480,-5879,-3241,1,1,0.5641180422673168,0.5603876811308924,B,B
5880,4787,11760,6480,-5880,-3241,1,1,0.4982817158659174,0.5057843245177359,B,B
5882,4787,11764,6480,-5882,-3241,1,1,0.7888333318805056,0.7978402972390728,B,B
5883,4787,11766,6480,-5883,-3241,1,1,0.4063686186726787,0.3994271172644791,B,B
5885,4787,11770,6492,-5885,-3247,1,1,0.6412610794288751,0.6403485791625139,B,B
5886,4787,11772,6492,-5886,-3247,1,1,0.013872567615398346,0.02540337192260267,B,B
5887,4787,11774,6492,-5887,-3247,1,1,0.39904514961819815,0.3994271172644791,B,B
5890,4787,11780,6492,-5890,-3247,1,1,0.5052734135738898,0.5057843245177359,B,B
5891,4787,11782,6504,-5891,-3253,1,1,0.7959673835727121,0.7978402972390728,B,B
5892,4787,11784,6504,-5892,-3253,1,1,0.3328687627974606,0.33085674641798635,B,B
5895,4787,11790,6504,-5895,-3253,1,1,0.8342247372686895,0.836604570279811,B,B
5896,4787,11792,6504,-5896,-3253,1,1,0.214291344572196,0.20479149534265284,B,B
5897,4787,11794,6516,-5897,-3258,1,1,0.5250689271535032,0.5184576116122209,B,B
5898,4787,11796,6516,-5898,-3258,1,1,0.6865687000926515,0.6865687000926515,B,B
5899,4787,11798,6516,-5899,-3258,1,1,0.0033367603882219488,0.009431753548861166,B,B
5900,4787,11800,6516,-5900,-3258,1,1,0.5458713398226414,0.5437811418999469,B,B
5902,4787,11804,6526,-5902,-3264,1,1,0.7600740334526979,0.7650504588350444,B,B
5903,4787,11806,6526,-5903,-3264,1,1,0.14232941590603965,0.14001508031831478,B,B
5904,4787,11808,6526,-5904,-3264,1,1,0.13775517068694332,0.11766008071769851,B,B
