sex,sex-norace,age,age-norace,age_cat,age_cat-norace,race,race-norace,juv_fel_count,juv_fel_count-norace,juv_misd_count,juv_misd_count-norace,juv_other_count,juv_other_count-norace,priors_count,priors_count-norace,c_charge_degree,c_charge_degree-norace,c_charge_desc,c_charge_desc-norace,decile_score,decile_score-norace,score_text,score_text-norace
Male,Male,31,29,25 - 45,25 - 45,African-American,African-American,0,0,0,0,1,0,10,5,F,F,Possession of Cocaine,Possession of Cocaine,6,6,Medium,Medium
Male,Male,59,47,Greater than 45,Greater than 45,Hispanic,African-American,0,0,0,0,0,0,1,5,F,F,Possession Of Methamphetamine,arrest case no charge,2,2,Low,Low
Male,Male,52,47,Greater than 45,Greater than 45,African-American,African-American,0,0,0,0,0,0,4,5,M,M,Battery,Battery,1,1,Low,Low
Male,Male,36,29,25 - 45,25 - 45,Hispanic,African-American,0,0,0,0,0,0,1,5,M,M,Viol Injunct Domestic Violence,Viol Injunct Domestic Violence,5,5,Medium,Medium
Male,Male,25,29,25 - 45,25 - 45,African-American,African-American,0,0,0,0,0,0,2,5,M,M,Susp Drivers Lic 1st Offense,arrest case no charge,4,4,Low,Low
Male,Male,61,47,Greater than 45,Greater than 45,African-American,African-American,0,0,0,0,0,0,20,5,M,M,Susp Drivers Lic 1st Offense,Battery,2,2,Low,Low
Male,Male,24,29,Less than 25,Less than 25,Caucasian,African-American,0,0,0,0,2,0,2,5,F,F,Possession of Cannabis,Possession of Cannabis,6,6,Medium,Medium
Female,Male,34,29,25 - 45,25 - 45,African-American,African-American,0,0,0,0,0,0,6,5,F,F,arrest case no charge,arrest case no charge,3,3,Low,Low
Male,Male,54,47,Greater than 45,Greater than 45,African-American,African-American,0,0,0,0,0,0,4,5,F,F,Possession of Cocaine,arrest case no charge,3,3,Low,Low
Male,Male,28,29,25 - 45,25 - 45,African-American,African-American,0,0,0,0,0,0,0,5,F,F,Pos Cannabis W/Intent Sel/Del,Driving While License Revoked,2,2,Low,Low
Male,Male,30,29,25 - 45,25 - 45,Caucasian,African-American,0,0,0,0,0,0,0,5,F,F,Aggravated Battery / Pregnant,Battery,2,2,Low,Low
Male,Male,25,29,25 - 45,25 - 45,African-American,African-American,0,0,0,0,0,0,0,5,M,M,Operating W/O Valid License,arrest case no charge,3,3,Low,Low
Female,Female,32,29,25 - 45,25 - 45,African-American,African-American,0,0,0,0,0,0,0,5,M,M,Battery,Battery,1,1,Low,Low
Male,Male,35,29,25 - 45,25 - 45,African-American,African-American,0,0,0,0,0,0,7,5,F,F,arrest case no charge,arrest case no charge,4,4,Low,Low
Male,Male,23,29,Less than 25,Less than 25,Caucasian,African-American,0,0,0,0,0,0,0,5,F,F,Deliver Cannabis,arrest case no charge,9,9,High,High
Male,Male,22,29,Less than 25,Less than 25,African-American,African-American,0,0,0,0,0,0,0,5,F,F,Burglary Unoccupied Dwelling,Battery,5,5,Medium,Medium
Male,Male,26,29,25 - 45,25 - 45,African-American,African-American,0,0,0,0,0,0,0,5,F,M,arrest case no charge,arrest case no charge,3,3,Low,Low
Male,Male,56,47,Greater than 45,Greater than 45,African-American,African-American,0,0,0,0,0,0,1,5,F,F,Driving While License Revoked,Viol Injunct Domestic Violence,1,1,Low,Low
Male,Male,36,29,25 - 45,25 - 45,African-American,African-American,0,0,0,0,0,0,0,5,F,F,Introduce Contraband Into Jail,Carrying Concealed Firearm,4,4,Low,Low
Female,Female,35,29,25 - 45,25 - 45,African-American,African-American,2,0,0,0,0,0,9,5,F,F,arrest case no charge,arrest case no charge,8,8,High,High
Male,Male,27,29,25 - 45,25 - 45,African-American,African-American,0,0,0,0,0,0,6,5,M,M,Battery,Battery,4,4,Low,Low
Female,Female,24,29,Less than 25,Less than 25,Caucasian,African-American,0,0,0,0,0,0,0,5,F,F,Possession of Hydrocodone,arrest case no charge,5,5,Medium,Medium
Male,Male,26,29,25 - 45,25 - 45,Hispanic,African-American,0,0,0,0,0,0,1,5,M,M,Operating W/O Valid License,Battery,5,5,Medium,Medium
Male,Male,20,29,Less than 25,Greater than 45,African-American,African-American,0,0,0,0,0,0,3,5,F,F,Burglary Unoccupied Dwelling,Driving While License Revoked,7,7,Medium,Medium
Male,Male,34,29,25 - 45,25 - 45,African-American,African-American,0,0,0,0,0,0,2,5,F,F,Possession of Cannabis,Possession of Cannabis,2,2,Low,Low
Female,Male,24,29,Less than 25,Less than 25,Caucasian,African-American,0,0,0,0,0,0,0,5,F,F,Neglect Child / No Bodily Harm,arrest case no charge,5,5,Medium,Medium
Male,Male,47,29,Greater than 45,Less than 25,Caucasian,African-American,0,0,0,0,0,0,3,5,M,M,Battery,Battery,3,3,Low,Low
Male,Male,55,47,Greater than 45,Greater than 45,African-American,African-American,0,0,0,0,0,0,10,5,M,M,Battery,Battery,7,7,Medium,Medium
Male,Male,32,29,25 - 45,25 - 45,African-American,African-American,0,0,0,0,0,0,9,5,F,F,Burglary Dwelling Occupied,Battery,8,8,High,High
Male,Male,25,29,25 - 45,25 - 45,Other,African-American,0,0,0,0,0,0,2,5,M,M,Disorderly Conduct,Battery,6,6,Medium,Medium
Female,Female,37,29,25 - 45,25 - 45,African-American,African-American,0,0,0,0,0,0,0,5,F,F,Cruelty Toward Child,Battery,1,1,Low,Low
Male,Male,41,29,25 - 45,25 - 45,Caucasian,African-American,0,0,0,0,0,0,1,5,F,F,Deliver Cannabis,Battery,1,1,Low,Low
Female,Female,33,29,25 - 45,25 - 45,Other,African-American,0,0,0,0,0,0,0,5,F,F,Poss Unlaw Issue Driver Licenc,Possession of Cocaine,2,2,Low,Low
Male,Male,34,29,25 - 45,25 - 45,African-American,African-American,0,0,0,0,0,0,3,5,M,M,arrest case no charge,arrest case no charge,9,9,High,High
Female,Male,22,29,Less than 25,Less than 25,African-American,African-American,0,0,0,0,0,0,0,5,M,M,Possess Cannabis/20 Grams Or Less,Grand Theft in the 3rd Degree,8,8,High,High
Male,Male,56,47,Greater than 45,Greater than 45,Caucasian,African-American,0,0,0,0,0,0,1,5,M,M,Battery,Battery,1,1,Low,Low
Male,Male,27,29,25 - 45,25 - 45,Hispanic,African-American,0,0,0,0,0,0,1,5,M,M,Battery,Battery,2,2,Low,Low
Male,Male,27,29,25 - 45,25 - 45,Caucasian,African-American,0,0,0,0,0,0,2,5,F,F,Burglary Dwelling Occupied,Possession of Cannabis,6,6,Medium,Medium
Male,Male,23,29,Less than 25,Less than 25,African-American,African-American,0,0,0,0,1,0,5,5,F,F,False Motor Veh Insurance Card,Battery,6,6,Medium,Medium
Male,Male,47,47,Greater than 45,Greater than 45,African-American,African-American,0,0,0,0,0,0,3,5,F,F,arrest case no charge,arrest case no charge,5,5,Medium,Medium
Male,Male,22,29,Less than 25,Less than 25,Caucasian,African-American,0,0,0,0,0,0,0,5,F,F,Possession of Cocaine,Possession of Cocaine,5,5,Medium,Medium
Male,Male,22,29,Less than 25,25 - 45,Hispanic,African-American,0,0,0,0,0,0,0,5,M,M,Leave Acc/Attend Veh/More $50,arrest case no charge,2,2,Low,Low
Male,Male,43,29,25 - 45,25 - 45,African-American,African-American,0,0,0,0,0,0,7,5,F,F,Corrupt Public Servant,Battery,6,6,Medium,Medium
Male,Male,53,47,Greater than 45,Greater than 45,African-American,African-American,0,0,0,0,0,0,6,5,F,M,arrest case no charge,arrest case no charge,2,2,Low,Low
Male,Male,21,29,Less than 25,Less than 25,African-American,African-American,0,0,0,0,0,0,1,5,F,F,Grand Theft in the 3rd Degree,arrest case no charge,6,6,Medium,Medium
Male,Male,28,29,25 - 45,25 - 45,African-American,African-American,0,0,0,0,0,0,1,5,F,F,Grand Theft (Motor Vehicle),Grand Theft in the 3rd Degree,6,6,Medium,Medium
Male,Male,27,29,25 - 45,25 - 45,African-American,African-American,0,0,0,0,0,0,1,5,F,F,Burglary Conveyance Unoccup,Viol Injunct Domestic Violence,8,8,High,High
Female,Male,34,29,25 - 45,25 - 45,Caucasian,African-American,0,0,0,0,0,0,5,5,F,F,Possession Of Heroin,Felony Battery (Dom Strang),5,5,Medium,Medium
Male,Male,50,47,Greater than 45,Greater than 45,Caucasian,African-American,0,0,0,0,0,0,3,5,F,F,Deliver Cocaine,Pos Cannabis W/Intent Sel/Del,2,2,Low,Low
Male,Male,37,29,25 - 45,Greater than 45,African-American,African-American,0,0,0,0,0,0,3,5,M,M,Battery,Battery,7,7,Medium,Medium
Male,Male,40,29,25 - 45,25 - 45,Caucasian,African-American,0,0,0,0,0,0,3,5,M,M,Driving Under The Influence,DUI Level 0.15 Or Minor In Veh,4,4,Low,Low
Male,Male,24,29,Less than 25,Less than 25,Caucasian,African-American,0,0,0,0,0,0,2,5,F,F,arrest case no charge,arrest case no charge,2,2,Low,Low
Female,Male,26,29,25 - 45,25 - 45,African-American,African-American,0,0,0,0,0,0,3,5,F,F,Possession of Cocaine,DUI Level 0.15 Or Minor In Veh,10,10,High,High
Male,Male,20,29,Less than 25,Less than 25,Caucasian,African-American,0,0,0,0,0,0,0,5,F,F,Possession Burglary Tools,arrest case no charge,4,4,Low,Low
Male,Male,26,29,25 - 45,25 - 45,African-American,African-American,0,0,0,0,0,0,8,5,F,F,Corrupt Public Servant,Battery,7,7,Medium,Medium
Male,Male,26,29,25 - 45,25 - 45,Caucasian,African-American,0,0,0,0,0,0,5,5,M,M,Assault,Felony Petit Theft,5,5,Medium,Medium
Female,Female,39,29,25 - 45,25 - 45,Caucasian,African-American,0,0,0,0,0,0,0,5,M,M,Driving Under The Influence,Battery,2,2,Low,Low
Male,Male,68,47,Greater than 45,Less than 25,Caucasian,African-American,0,0,0,0,0,0,4,5,M,M,Battery,Battery,1,1,Low,Low
Male,Male,26,29,25 - 45,25 - 45,African-American,African-American,0,0,0,0,0,0,20,5,F,M,Neglect Child / No Bodily Harm,Criminal Mischief,10,10,High,High
Female,Male,35,29,25 - 45,25 - 45,African-American,African-American,0,0,0,0,0,0,13,5,F,F,Aggravated Assault W/dead Weap,Aggravated Assault W/dead Weap,8,8,High,High
Male,Male,41,47,25 - 45,25 - 45,Other,African-American,0,0,0,0,0,0,31,5,F,F,Driving While License Revoked,Driving While License Revoked,9,9,High,High
Female,Male,42,29,25 - 45,25 - 45,African-American,African-American,0,0,0,0,0,0,1,5,F,M,Possession Of Amphetamine,Carrying Concealed Firearm,2,2,Low,Low
Male,Male,26,29,25 - 45,25 - 45,African-American,African-American,1,0,2,0,0,0,9,5,F,F,Tampering With Physical Evidence,Battery,10,10,High,High
Male,Male,36,29,25 - 45,25 - 45,African-American,African-American,0,0,0,0,0,0,2,5,F,M,Burglary Unoccupied Dwelling,arrest case no charge,6,6,Medium,Medium
Female,Female,58,47,Greater than 45,Greater than 45,Other,African-American,0,0,0,0,0,0,0,5,F,F,Possession of Cocaine,Possession of Cocaine,1,1,Low,Low
Male,Male,50,47,Greater than 45,25 - 45,Hispanic,African-American,0,0,0,0,0,0,0,5,M,M,DUI- Enhanced,Tamper With Witness/Victim/CI,1,1,Low,Low
Male,Male,25,29,25 - 45,25 - 45,Caucasian,African-American,0,0,1,0,0,0,6,5,F,F,Crim Use of Personal ID Info,Possession of Cocaine,8,8,High,High
Male,Male,20,29,Less than 25,Less than 25,Other,African-American,0,0,0,0,0,0,0,5,F,F,Uttering a Forged Instrument,arrest case no charge,3,3,Low,Low
Male,Male,24,29,Less than 25,Less than 25,African-American,African-American,0,0,0,0,0,0,3,5,F,F,Pos Cannabis W/Intent Sel/Del,Pos Cannabis W/Intent Sel/Del,8,8,High,High
Male,Male,37,29,25 - 45,25 - 45,Other,African-American,0,0,0,0,0,0,0,5,F,F,Tampering With Physical Evidence,Battery,1,1,Low,Low
Male,Male,25,29,25 - 45,25 - 45,African-American,African-American,0,0,0,0,0,0,0,5,M,M,Battery,Battery,5,5,Medium,Medium
Male,Male,22,29,Less than 25,Less than 25,African-American,African-American,0,0,0,0,0,0,1,5,F,F,Possession Of Alprazolam,arrest case no charge,4,4,Low,Low
Female,Female,35,29,25 - 45,25 - 45,Caucasian,African-American,0,0,0,0,0,0,2,5,M,M,Driving Under The Influence,Pos Cannabis W/Intent Sel/Del,3,3,Low,Low
Male,Male,21,29,Less than 25,25 - 45,Native American,African-American,0,0,0,0,1,1,0,5,M,M,Battery,Battery,6,6,Medium,Medium
Male,Male,21,29,Less than 25,Less than 25,Caucasian,African-American,0,0,0,0,0,0,1,5,F,F,Possession of Cannabis,Possession of Cannabis,4,4,Low,Low
Female,Female,24,29,Less than 25,Less than 25,African-American,African-American,0,0,0,0,1,0,11,5,M,M,Petit Theft,Petit Theft,9,9,High,High
Male,Male,34,29,25 - 45,25 - 45,African-American,African-American,0,0,0,0,0,0,4,5,F,F,Deliver Cannabis,Battery,6,6,Medium,Medium
Male,Male,57,47,Greater than 45,Greater than 45,African-American,African-American,0,0,0,0,0,0,8,5,M,M,Misuse Of 911 Or E911 System,Felony Battery (Dom Strang),7,7,Medium,Medium
Male,Male,22,29,Less than 25,Less than 25,African-American,African-American,0,0,0,0,0,0,2,5,M,M,Battery,Battery,4,4,Low,Low
Male,Male,37,29,25 - 45,25 - 45,African-American,African-American,0,0,0,0,0,0,3,5,M,M,arrest case no charge,arrest case no charge,6,6,Medium,Medium
Female,Male,43,29,25 - 45,25 - 45,African-American,African-American,0,0,0,0,0,0,0,5,F,F,Grand Theft in the 3rd Degree,Grand Theft in the 3rd Degree,6,6,Medium,Medium
Male,Male,56,47,Greater than 45,Less than 25,Caucasian,African-American,0,0,0,0,0,0,1,5,F,F,Tamper With Witness,arrest case no charge,1,1,Low,Low
Male,Male,32,29,25 - 45,25 - 45,Asian,African-American,0,0,0,0,0,0,0,5,M,M,Battery,Battery,1,1,Low,Low
Male,Male,20,29,Less than 25,Greater than 45,African-American,African-American,0,0,0,0,0,0,0,5,M,M,Operating W/O Valid License,arrest case no charge,10,10,High,High
Female,Male,28,29,25 - 45,25 - 45,Other,African-American,0,0,0,0,1,1,1,5,F,F,Agg Abuse Elderlly/Disabled Adult,Battery,2,2,Low,Low
Male,Male,28,29,25 - 45,25 - 45,Caucasian,African-American,1,0,1,0,1,0,4,5,M,M,Burglary Conveyance Unoccup,Possession of Cannabis,6,6,Medium,Medium
Male,Male,50,47,Greater than 45,Greater than 45,Caucasian,African-American,0,0,0,0,0,0,1,5,F,F,Agg Battery Grt/Bod/Harm,Pos Cannabis W/Intent Sel/Del,2,2,Low,Low
Male,Male,29,29,25 - 45,25 - 45,Caucasian,African-American,0,0,0,0,0,0,0,5,F,F,Grand Theft in the 3rd Degree,Grand Theft in the 3rd Degree,2,2,Low,Low
Male,Male,43,29,25 - 45,25 - 45,Caucasian,African-American,0,0,0,0,0,0,0,5,M,M,Battery,Battery,4,4,Low,Low
Male,Male,27,29,25 - 45,25 - 45,African-American,African-American,0,0,0,0,0,0,8,5,M,M,Criminal Mischief Damage <$200,Battery,8,8,High,High
Male,Male,26,29,25 - 45,25 - 45,Caucasian,African-American,0,0,0,0,0,0,2,5,F,F,arrest case no charge,arrest case no charge,5,5,Medium,Medium
Female,Female,29,29,25 - 45,25 - 45,African-American,African-American,0,0,0,0,0,0,0,5,F,F,Grand Theft in the 3rd Degree,Grand Theft in the 3rd Degree,4,4,Low,Low
Male,Male,34,29,25 - 45,25 - 45,African-American,African-American,1,0,0,0,0,0,5,5,F,F,Felony Battery w/Prior Convict,arrest case no charge,6,6,Medium,Medium
Male,Male,36,29,25 - 45,25 - 45,African-American,African-American,0,0,0,0,0,0,13,5,F,F,arrest case no charge,arrest case no charge,9,9,High,High
Male,Male,32,29,25 - 45,25 - 45,African-American,African-American,0,0,0,0,0,0,13,5,M,M,Possess Cannabis/20 Grams Or Less,Viol Injunct Domestic Violence,9,9,High,High
Male,Male,42,29,25 - 45,25 - 45,African-American,African-American,0,0,0,0,0,0,1,5,M,M,Battery,Battery,2,2,Low,Low
Male,Male,26,29,25 - 45,25 - 45,African-American,African-American,0,0,0,0,0,0,10,5,F,F,Driving While License Revoked,Driving While License Revoked,8,8,High,High
Male,Male,30,29,25 - 45,25 - 45,Hispanic,African-American,0,0,0,0,0,0,3,5,M,M,Battery,Battery,5,5,Medium,Medium
Male,Male,53,47,Greater than 45,Greater than 45,Caucasian,African-American,0,0,0,0,0,0,3,5,M,M,Battery,Battery,2,2,Low,Low
Male,Male,42,29,25 - 45,25 - 45,Caucasian,African-American,0,0,0,0,0,0,2,5,F,F,Deliver Cannabis,Possession of Cocaine,7,7,Medium,Medium
Male,Male,80,47,Greater than 45,Greater than 45,Caucasian,African-American,0,0,0,0,0,0,0,5,M,M,Battery,Battery,1,1,Low,Low
Male,Male,41,29,25 - 45,25 - 45,Caucasian,African-American,0,0,0,0,0,0,11,5,F,F,Felony Petit Theft,Grand Theft in the 3rd Degree,4,4,Low,Low
Male,Male,25,29,25 - 45,25 - 45,African-American,African-American,0,0,0,0,0,0,1,5,F,F,arrest case no charge,arrest case no charge,2,2,Low,Low
Male,Male,35,29,25 - 45,25 - 45,African-American,African-American,0,0,0,0,0,0,0,5,M,M,Battery,Battery,8,8,High,High
Female,Female,41,29,25 - 45,25 - 45,African-American,African-American,0,0,0,0,0,0,0,5,M,M,Battery,Battery,1,1,Low,Low
Male,Male,26,29,25 - 45,25 - 45,African-American,African-American,0,0,0,0,0,0,1,5,F,F,Grand Theft in the 3rd Degree,Grand Theft in the 3rd Degree,1,1,Low,Low
Male,Male,23,29,Less than 25,Less than 25,Caucasian,African-American,0,0,0,0,0,0,0,5,M,M,Resist/Obstruct W/O Violence,Viol Injunct Domestic Violence,3,3,Low,Low
Male,Male,30,29,25 - 45,25 - 45,African-American,African-American,0,0,0,0,0,0,3,5,F,F,arrest case no charge,arrest case no charge,2,2,Low,Low
Male,Male,31,29,25 - 45,25 - 45,African-American,African-American,0,0,0,0,0,0,6,5,F,F,Resist Officer w/Violence,Battery,8,8,High,High
Male,Male,63,47,Greater than 45,Greater than 45,Caucasian,African-American,0,0,0,0,0,0,5,5,M,M,Prostitution,Pos Cannabis W/Intent Sel/Del,1,1,Low,Low
Male,Male,24,29,Less than 25,Less than 25,Caucasian,African-American,0,0,0,0,2,0,3,5,F,F,Purchase Cannabis,Battery,5,5,Medium,Medium
Male,Male,21,29,Less than 25,Less than 25,Caucasian,African-American,1,0,0,0,3,1,2,5,M,M,Battery,Battery,10,10,High,High
Male,Male,37,29,25 - 45,25 - 45,African-American,African-American,0,0,0,0,0,0,0,5,F,M,Poss Similitude of Drivers Lic,arrest case no charge,1,1,Low,Low
Male,Male,21,29,Less than 25,25 - 45,African-American,African-American,0,0,0,0,0,0,0,5,M,M,Battery,Battery,2,2,Low,Low
Male,Male,25,29,25 - 45,25 - 45,Caucasian,African-American,0,0,0,0,0,0,3,5,F,F,arrest case no charge,arrest case no charge,7,7,Medium,Medium
Female,Male,33,29,25 - 45,25 - 45,Caucasian,African-American,0,0,0,0,0,0,1,5,M,M,Possess Cannabis/20 Grams Or Less,Possession of Cocaine,3,3,Low,Low
Male,Male,31,29,25 - 45,25 - 45,African-American,African-American,0,0,0,0,0,0,1,5,F,F,arrest case no charge,arrest case no charge,10,10,High,High
Female,Female,25,29,25 - 45,25 - 45,Hispanic,African-American,0,0,0,0,0,0,0,5,M,M,Lve/Scen/Acc/Veh/Prop/Damage,Aggravated Assault w/Firearm,3,3,Low,Low
Male,Male,44,47,25 - 45,25 - 45,Other,African-American,0,0,0,0,0,0,0,5,F,F,False Imprisonment,Driving While License Revoked,1,1,Low,Low
Male,Male,20,29,Less than 25,Less than 25,African-American,African-American,2,0,2,0,0,0,4,5,F,F,Possession of Cocaine,Possession of Cocaine,9,9,High,High
Male,Male,29,29,25 - 45,25 - 45,African-American,African-American,3,0,0,0,0,0,6,5,F,F,arrest case no charge,arrest case no charge,2,2,Low,Low
Male,Male,49,47,Greater than 45,Greater than 45,African-American,African-American,0,0,0,0,0,0,1,5,M,M,Battery,Battery,1,1,Low,Low
Female,Female,23,29,Less than 25,Less than 25,African-American,African-American,0,0,0,0,0,0,1,5,F,F,Aggrav Battery w/Deadly Weapon,Possession of Cocaine,3,3,Low,Low
Male,Male,59,47,Greater than 45,Greater than 45,Caucasian,African-American,0,0,0,0,0,0,2,5,M,M,Battery,Battery,1,1,Low,Low
Male,Male,32,29,25 - 45,25 - 45,Other,African-American,0,0,0,0,0,0,0,5,M,M,Solic to Commit Battery,Uttering a Forged Instrument,3,3,Low,Low
Male,Male,41,47,25 - 45,25 - 45,Hispanic,African-American,0,0,0,0,0,0,9,5,F,F,arrest case no charge,arrest case no charge,2,2,Low,Low
Male,Male,32,29,25 - 45,Less than 25,African-American,African-American,0,0,0,0,0,0,0,5,F,F,Battery on a Person Over 65,Battery,3,3,Low,Low
Male,Male,21,29,Less than 25,Less than 25,African-American,African-American,0,0,0,0,0,0,4,5,F,F,Burglary Unoccupied Dwelling,Battery,8,8,High,High
Male,Male,46,47,Greater than 45,Greater than 45,African-American,African-American,0,0,0,0,0,0,3,5,F,F,False Ownership Info/Pawn Item,Possession of Cocaine,1,1,Low,Low
Male,Male,23,29,Less than 25,Less than 25,African-American,African-American,0,0,0,0,0,0,0,5,F,F,Grand Theft (Motor Vehicle),Battery,2,2,Low,Low
Male,Male,36,29,25 - 45,25 - 45,Caucasian,African-American,0,0,0,0,0,0,1,5,M,M,Battery,Battery,2,2,Low,Low
Male,Male,57,47,Greater than 45,Greater than 45,Hispanic,African-American,0,0,0,0,0,0,0,5,M,M,Burglary With Assault/battery,Battery,1,1,Low,Low
Male,Male,47,47,Greater than 45,Greater than 45,Other,African-American,0,0,0,0,0,0,0,5,M,M,Battery,Battery,1,1,Low,Low
Male,Male,60,47,Greater than 45,Greater than 45,African-American,African-American,0,0,0,0,0,0,1,5,F,F,arrest case no charge,DUI Level 0.15 Or Minor In Veh,1,1,Low,Low
Male,Male,24,29,Less than 25,Less than 25,African-American,African-American,0,0,0,0,0,0,0,5,M,M,Possess Cannabis/20 Grams Or Less,arrest case no charge,5,5,Medium,Medium
Female,Female,34,29,25 - 45,25 - 45,Other,African-American,0,0,0,0,0,0,0,5,M,M,Battery,Battery,1,1,Low,Low
Male,Male,46,29,Greater than 45,Less than 25,Caucasian,African-American,0,0,0,0,0,0,14,5,F,F,Driving While License Revoked,Driving While License Revoked,3,3,Low,Low
Male,Male,20,29,Less than 25,Less than 25,African-American,African-American,0,0,0,0,1,0,2,5,F,F,Principal In The First Degree,Battery,7,7,Medium,Medium
Male,Male,29,29,25 - 45,25 - 45,African-American,African-American,0,0,0,0,0,0,0,5,M,M,Battery,Battery,2,2,Low,Low
Male,Male,34,29,25 - 45,25 - 45,African-American,African-American,0,0,0,0,4,1,11,5,F,F,Aggravated Assault w/Firearm,Petit Theft,8,8,High,High
Male,Male,28,29,25 - 45,25 - 45,African-American,African-American,0,0,0,0,0,0,6,5,F,F,Grand Theft (Motor Vehicle),Battery,10,10,High,High
Female,Female,55,47,Greater than 45,Greater than 45,Caucasian,African-American,0,0,0,0,0,0,2,5,F,F,Possession of Cocaine,Possession of Cocaine,1,1,Low,Low
